A.1	2190525	0
A.1	2761594	2
A.1	2657317	0
A.1	109097	0
A.1	2465924	0
A.1	1735216	0
A.1	865833	0
A.1	908460	0
A.1	2479932	0
A.1	12598	0
A.1	474836	0
A.1	237597	0
A.1	1040480	0
A.1	1022933	0
A.1	1449855	0
A.1	275278	0
A.1	1627305	0
A.1	1371338	0
A.1	836150	0
A.1	2716943	0
A.1	1159149	0
A.1	2964978	0
A.1	1735218	0
A.1	227742	0
A.1	1874766	0
A.1	1121398	0
A.1	511964	0
A.1	490041	0
A.1	1805847	0
A.1	280503	0
A.1	256087	0
A.1	2973717	0
A.1	1356120	0
A.1	1504788	0
A.1	1760652	0
A.1	2085554	0
A.1	198073	0
A.1	2545124	0
A.1	2628169	0
A.1	86964	0
A.1	1968911	0
A.1	504595	0
A.1	173144	0
A.1	997779	0
A.1	459167	0
A.1	47936	0
A.1	1078235	0
A.1	2339142	0
A.1	2211374	0
A.1	261665	0
A.1	2215442	0
A.1	2419481	0
A.1	1026855	0
A.1	606362	0
A.1	2818524	0
A.1	1310561	0
A.1	1005820	0
A.1	1381373	0
A.1	1164234	0
A.1	2414923	0
A.1	578472	0
A.1	1144424	0
A.1	850058	0
A.1	1388456	0
A.1	111894	0
A.1	1346544	0
A.1	2069307	0
A.1	1333096	0
A.1	1360998	0
A.1	1183635	0
A.1	574177	0
A.1	1227876	0
A.1	1808903	0
A.1	242122	0
A.1	319685	0
A.1	926254	0
A.1	991888	0
A.1	207889	0
A.1	254540	0
A.1	1414307	0
A.1	227741	0
A.1	1719505	0
A.1	97198	0
A.1	1311863	0
A.1	909235	0
A.1	1877328	0
A.1	701226	0
A.1	280730	0
A.1	1790574	0
A.1	2357195	0
A.1	1832983	0
A.1	1377152	0
A.1	289973	0
A.1	1045413	0
A.1	2356165	0
A.1	1586569	0
A.1	853746	0
A.1	310603	0
A.1	3000669	0
A.1	3013325	0
A.1	957995	0
A.1	2479988	0
A.1	2181233	0
A.1	1127168	0
A.1	784827	0
A.1	1428445	0
A.1	975989	0
A.1	2116919	0
A.1	744195	0
A.1	426446	0
A.1	1806845	0
A.1	2211371	0
A.1	621517	0
A.1	777694	0
A.1	1271429	0
A.1	2038170	0
A.1	811032	0
A.1	679810	0
A.1	205087	0
A.1	2065400	0
A.1	3013746	0
A.1	366018	0
A.1	1950480	0
A.1	107141	0
A.1	1741123	0
A.1	1097847	0
A.1	1043547	0
A.1	10770	0
A.1	1923120	0
A.1	902286	0
A.1	1535041	0
A.1	1926115	0
A.1	198090	0
A.1	1877322	0
A.1	300847	0
A.1	2655432	0
A.1	341041	0
A.1	167565	0
A.1	924590	0
A.1	2298364	0
A.1	414315	0
A.1	1827459	0
A.1	1514323	0
A.1	812369	0
A.1	2534562	0
A.1	889014	0
A.1	11323	0
A.1	1426328	0
A.1	2726571	0
A.1	2271523	0
A.1	2346965	0
A.1	2646109	0
A.1	1391948	0
A.1	699644	0
A.1	378384	0
A.1	1653354	0
A.1	737455	0
A.1	2089601	0
A.1	2477966	0
A.1	763172	0
A.1	2675464	0
A.1	14226	0
A.1	1146068	0
A.1	2255851	0
A.1	2679903	0
A.1	2663217	0
A.1	533046	0
A.1	1953716	0
A.1	481728	0
A.1	187364	0
A.1	771995	0
A.1	2522910	0
A.1	163511	0
A.1	1548502	0
A.1	1217892	0
A.1	1507201	0
A.1	1802649	0
A.1	2483333	0
A.1	170231	0
A.1	1109677	0
A.1	66318	0
A.1	1317851	0
A.1	641626	0
A.1	1768774	0
A.1	394139	0
A.1	1515182	0
A.1	889011	0
A.1	2588349	0
A.1	2371373	0
A.1	1850701	0
A.1	2191634	0
A.1	512993	0
A.1	1089102	0
A.1	1250835	0
A.1	2995324	0
A.1	466349	0
A.1	1858355	0
A.1	2659172	0
A.1	190750	0
A.1	2746592	0
A.1	878544	0
A.1	2831223	0
A.1	523831	0
A.1	989789	0
A.1	3042389	0
A.1	1651213	0
A.1	1364487	0
A.1	1659379	0
A.1	1960801	0
A.1	1302509	0
A.1	1202864	0
A.1	837980	0
A.1	2982333	0
A.1	54315	0
A.1	1572115	0
A.1	1956186	0
A.1	1171997	0
A.1	1595996	0
A.1	1457758	0
A.1	1013514	0
A.1	2713607	0
A.1	769713	0
A.1	2261678	0
A.1	2214683	0
A.1	2428741	0
A.1	3018563	0
A.1	156582	0
A.1	1988325	0
A.1	1153514	0
A.1	1567948	0
A.1	1721087	0
A.1	2140140	0
A.1	872628	0
A.1	628914	0
A.1	475943	0
A.1	379201	0
A.1	515428	0
A.1	1741635	0
A.1	25788	0
A.1	1439564	0
A.1	1914895	0
A.1	2917875	0
A.1	2480025	0
A.1	2802320	0
A.1	1719527	0
A.1	1170258	0
A.1	210306	0
A.1	2277765	0
A.1	265553	0
A.1	2356167	0
A.1	1843599	0
A.1	5654	0
A.1	1835025	0
A.1	426452	0
A.1	904263	0
A.1	2130215	0
A.1	2725893	0
A.1	1599441	0
A.1	2844583	0
A.1	2418450	0
A.1	3015064	0
A.1	2448334	0
A.1	1119764	0
A.1	1095057	0
A.1	1113796	0
A.1	2916472	0
A.1	2106736	0
A.1	26066	0
A.1	964704	0
A.1	1870729	0
A.1	201517	1
A.1	1808870	1
A.1	2481969	0
A.1	2257125	1
A.1	2448340	0
A.1	1459213	1
A.1	2521097	0
A.1	2395281	0
A.1	25789	0
A.1	74168	1
A.1	1034117	1
A.1	2799485	0
A.1	2840751	2
A.1	519297	0
A.1	484408	0
A.1	1026545	0
A.1	2010625	0
A.1	2478303	1
A.1	612285	0
A.1	34629	0
A.1	2077832	0
A.1	1314882	1
A.1	2360824	0
A.1	2926547	0
A.1	2354635	0
A.1	1244480	0
A.1	2759074	1
A.1	1763197	1
A.1	292227	0
A.1	2399382	0
A.1	2069933	0
A.1	1707457	2
A.1	2788261	0
A.1	80243	0
A.1	1441088	1
A.1	1332935	0
A.1	1694754	0
A.1	3000589	0
A.1	2949740	1
A.1	1005832	0
A.1	1376776	0
A.1	2420213	1
A.1	417937	1
A.1	959082	1
A.1	1574497	0
A.1	1999436	1
A.1	993003	0
A.1	872740	1
A.1	2982256	1
A.1	887001	1
A.1	426439	1
A.1	83185	0
A.1	1360567	1
A.1	2836791	0
A.1	281169	0
A.1	1382145	0
A.1	184724	0
A.1	408008	1
A.1	1546097	0
A.1	850759	0
A.1	332961	0
A.1	2829211	1
A.1	2760112	1
A.1	380630	0
A.1	2663093	0
A.1	1259164	1
A.1	2414931	1
A.1	1992571	0
A.1	1515800	0
A.1	2312653	0
A.1	375130	1
A.1	1981386	0
A.1	2912081	2
A.1	187434	0
A.1	2221732	0
A.1	2150571	0
A.1	1979734	0
A.1	3025222	0
A.1	886998	0
A.1	2173016	0
A.1	2395287	0
A.1	812364	1
A.1	1638628	0
A.1	337635	0
A.1	175897	1
A.1	144292	0
A.1	388273	0
A.1	2414898	0
A.1	1977106	1
A.1	64691	0
A.1	2759769	1
A.1	2415389	0
A.1	2471377	2
A.1	2337321	0
A.1	1904314	0
A.1	1251712	0
A.1	2764338	2
A.1	2274389	0
A.1	959593	0
A.1	2478584	1
A.1	2677548	1
A.1	1981826	0
A.1	2268971	0
A.1	2351627	1
A.1	2725890	0
A.1	959808	0
A.1	2371026	1
